Data,vento,radiacao,temp_max,temp_min,umi_max,umi_min,umi_rel,press_atm
2018-01-01 00:00:00,0.7,0.0,22.5,21.6,85.0,71.0,85.0,918.5
2018-01-01 01:00:00,0.8,0.0,21.7,21.0,89.0,84.0,89.0,918.9
2018-01-01 02:00:00,0.6,0.0,21.9,21.2,89.0,86.0,87.0,918.8
2018-01-01 03:00:00,0.3,0.0,21.7,21.2,89.0,87.0,89.0,918.4
2018-01-01 04:00:00,0.3,0.0,21.3,20.8,91.0,89.0,91.0,917.6
2018-01-01 05:00:00,0.5,0.0,21.0,20.7,92.0,91.0,92.0,917.0
2018-01-01 06:00:00,0.0,0.0,21.0,20.7,92.0,91.0,92.0,916.2
2018-01-01 07:00:00,0.2,0.0,20.9,20.5,92.0,91.0,92.0,916.0
2018-01-01 08:00:00,0.1,0.0,20.8,20.3,92.0,91.0,92.0,916.4
2018-01-01 09:00:00,0.3,19.2,20.7,20.4,92.0,91.0,92.0,917.2
2018-01-01 10:00:00,0.0,294.2,21.9,20.6,92.0,88.0,88.0,917.8
2018-01-01 11:00:00,0.2,624.8,23.1,21.9,88.0,81.0,81.0,917.9
2018-01-01 12:00:00,2.4,938.4,24.0,23.0,83.0,68.0,69.0,918.1
2018-01-01 13:00:00,2.9,2582.4,26.6,23.9,70.0,58.0,62.0,917.8
2018-01-01 14:00:00,3.3,2308.7,27.2,25.9,65.0,57.0,58.0,917.6
2018-01-01 15:00:00,3.8,2644.8,28.9,26.1,60.0,51.0,52.0,916.6
2018-01-01 16:00:00,2.3,1833.5,29.0,25.9,67.0,46.0,58.0,916.0
2018-01-01 17:00:00,4.8,3583.1,29.8,27.4,58.0,40.0,43.0,915.2
2018-01-01 18:00:00,5.8,2642.6,29.8,27.8,51.0,40.0,44.0,914.2
2018-01-01 19:00:00,2.7,2219.8,29.6,28.0,51.0,41.0,49.0,913.8
2018-01-01 20:00:00,2.7,747.3,29.4,22.0,77.0,48.0,77.0,913.6
2018-01-01 21:00:00,0.5,513.0,24.5,21.9,86.0,75.0,81.0,913.8
2018-01-01 22:00:00,2.3,65.3,24.7,22.0,85.0,68.0,80.0,913.9
2018-01-01 23:00:00,1.5,1.0,23.8,22.0,80.0,65.0,66.0,914.5
2018-01-02 00:00:00,1.0,0.4,23.8,22.7,77.0,64.0,75.0,915.2
2018-01-02 01:00:00,0.2,0.0,23.3,22.1,79.0,68.0,68.0,915.8
2018-01-02 02:00:00,0.8,0.0,23.4,22.5,74.0,67.0,72.0,916.2
2018-01-02 03:00:00,0.8,0.0,23.2,22.3,76.0,72.0,74.0,915.9
2018-01-02 04:00:00,2.0,0.0,22.9,21.6,81.0,74.0,81.0,915.6
2018-01-02 05:00:00,1.7,0.9,22.4,20.4,90.0,79.0,90.0,915.3
2018-01-02 06:00:00,1.3,0.0,20.8,20.3,91.0,90.0,90.0,915.1
2018-01-02 07:00:00,0.3,0.0,20.7,20.2,90.0,88.0,88.0,914.7
2018-01-02 08:00:00,1.4,0.0,20.7,19.4,92.0,88.0,92.0,914.7
2018-01-02 09:00:00,1.7,40.8,19.9,19.5,92.0,92.0,92.0,915.5
2018-01-02 10:00:00,1.9,168.2,20.3,19.9,92.0,89.0,90.0,916.1
2018-01-02 11:00:00,1.5,647.4,21.6,20.3,90.0,83.0,84.0,916.1
2018-01-02 12:00:00,1.5,1556.5,23.0,21.5,85.0,74.0,77.0,915.8
2018-01-02 13:00:00,1.7,1793.7,24.0,22.7,79.0,70.0,72.0,915.7
2018-01-02 14:00:00,1.9,1650.4,24.8,23.0,76.0,67.0,68.0,915.7
2018-01-02 15:00:00,2.6,2568.1,26.6,24.8,70.0,59.0,60.0,915.0
2018-01-02 16:00:00,3.6,3035.0,27.7,26.1,62.0,55.0,59.0,914.0
2018-01-02 17:00:00,3.2,3132.8,29.1,26.6,62.0,51.0,52.0,912.7
2018-01-02 18:00:00,2.7,2599.8,29.7,27.7,57.0,49.0,54.0,911.5
2018-01-02 19:00:00,3.0,1702.6,29.8,27.7,59.0,49.0,51.0,910.7
2018-01-02 20:00:00,2.7,1284.4,29.7,28.3,56.0,49.0,52.0,910.8
2018-01-02 21:00:00,3.5,563.4,28.7,27.2,56.0,50.0,56.0,911.2
2018-01-02 22:00:00,2.0,29.3,27.3,25.7,62.0,56.0,61.0,912.2
2018-01-02 23:00:00,2.2,0.0,26.2,25.7,62.0,60.0,60.0,912.9
2018-01-03 00:00:00,1.7,0.0,25.8,25.2,62.0,60.0,62.0,913.5
2018-01-03 01:00:00,1.2,0.0,25.5,24.2,67.0,61.0,67.0,914.0
2018-01-03 02:00:00,0.1,0.0,25.0,24.1,69.0,64.0,67.0,914.1
2018-01-03 03:00:00,1.0,0.0,24.7,23.2,74.0,66.0,74.0,913.9
2018-01-03 04:00:00,4.1,1.2,23.5,18.8,91.0,71.0,91.0,914.5
2018-01-03 05:00:00,0.8,0.0,18.9,18.7,92.0,91.0,92.0,913.6
2018-01-03 06:00:00,0.4,0.0,19.2,18.8,93.0,92.0,93.0,913.8
2018-01-03 07:00:00,0.2,0.0,19.3,19.1,93.0,93.0,93.0,913.7
2018-01-03 08:00:00,0.9,0.0,19.4,19.1,93.0,93.0,93.0,913.9
2018-01-03 09:00:00,0.1,27.1,19.8,19.4,93.0,93.0,93.0,914.5
2018-01-03 10:00:00,0.7,237.2,20.6,19.8,93.0,92.0,92.0,915.1
2018-01-03 11:00:00,1.5,534.8,21.2,20.6,92.0,87.0,87.0,915.3
2018-01-03 12:00:00,2.2,1040.2,22.4,21.2,89.0,80.0,82.0,915.2
2018-01-03 13:00:00,2.4,1840.9,25.0,21.8,83.0,66.0,69.0,914.9
2018-01-03 14:00:00,2.5,2778.2,26.6,24.6,70.0,59.0,62.0,914.5
2018-01-03 15:00:00,3.5,2903.9,28.6,25.9,65.0,52.0,57.0,914.0
2018-01-03 16:00:00,4.1,2638.0,28.6,26.7,61.0,53.0,58.0,913.6
2018-01-03 17:00:00,3.8,3241.4,30.1,27.3,59.0,48.0,51.0,912.8
2018-01-03 18:00:00,2.7,2674.1,29.6,28.2,54.0,47.0,50.0,912.0
2018-01-03 19:00:00,2.3,1736.0,29.0,28.2,55.0,49.0,52.0,911.5
2018-01-03 20:00:00,1.3,980.6,28.3,27.1,63.0,50.0,62.0,911.6
2018-01-03 21:00:00,1.3,512.1,27.3,25.9,67.0,57.0,67.0,912.1
2018-01-03 22:00:00,1.9,47.5,25.9,24.4,74.0,67.0,74.0,913.1
2018-01-03 23:00:00,0.4,2.7,24.4,19.5,92.0,72.0,92.0,914.7
2018-01-04 00:00:00,1.3,0.0,20.4,19.7,92.0,92.0,92.0,915.7
2018-01-04 01:00:00,0.3,0.2,20.4,20.0,93.0,92.0,93.0,916.2
2018-01-04 02:00:00,0.1,0.0,20.1,19.9,93.0,93.0,93.0,916.0
2018-01-04 03:00:00,1.3,0.0,20.3,19.9,93.0,93.0,93.0,915.5
2018-01-04 04:00:00,0.6,0.0,20.1,19.9,93.0,93.0,93.0,914.7
2018-01-04 05:00:00,0.3,0.0,20.0,19.7,93.0,93.0,93.0,914.6
2018-01-04 06:00:00,0.9,0.0,20.1,19.7,93.0,93.0,93.0,914.9
2018-01-04 07:00:00,0.7,0.0,20.2,20.0,93.0,93.0,93.0,914.8
2018-01-04 08:00:00,0.8,0.0,20.1,19.8,93.0,93.0,93.0,915.4
2018-01-04 09:00:00,0.0,26.4,20.0,19.6,93.0,93.0,93.0,916.0
2018-01-04 10:00:00,1.2,271.5,21.0,20.0,93.0,92.0,92.0,916.7
2018-01-04 11:00:00,1.8,454.8,21.1,20.7,92.0,87.0,88.0,917.3
2018-01-04 12:00:00,1.8,478.4,21.6,20.9,88.0,85.0,86.0,917.7
2018-01-04 13:00:00,1.7,647.2,22.3,21.3,89.0,85.0,89.0,917.7
2018-01-04 14:00:00,3.3,740.9,22.4,20.3,91.0,87.0,91.0,918.0
2018-01-04 15:00:00,4.3,494.1,20.4,19.1,92.0,91.0,91.0,918.1
2018-01-04 16:00:00,2.8,716.7,19.7,18.8,91.0,90.0,90.0,917.7
2018-01-04 17:00:00,1.5,544.1,20.3,19.4,91.0,90.0,91.0,917.0
2018-01-04 18:00:00,1.2,478.7,20.9,20.2,91.0,89.0,89.0,916.8
2018-01-04 19:00:00,1.3,556.8,21.5,20.9,90.0,87.0,88.0,916.4
2018-01-04 20:00:00,1.7,386.4,21.5,21.0,90.0,87.0,90.0,916.5
2018-01-04 21:00:00,0.8,112.3,21.0,20.7,91.0,90.0,91.0,916.8
2018-01-04 22:00:00,1.2,11.7,20.7,20.5,91.0,91.0,91.0,917.3
2018-01-04 23:00:00,0.8,0.0,20.6,20.4,92.0,91.0,92.0,918.0
2018-01-05 00:00:00,0.5,0.0,20.4,20.3,92.0,92.0,92.0,918.5
2018-01-05 01:00:00,0.3,0.0,20.4,20.3,92.0,92.0,92.0,919.1
2018-01-05 02:00:00,1.0,0.0,20.4,20.3,92.0,91.0,91.0,919.1
2018-01-05 03:00:00,0.2,0.0,20.4,20.0,92.0,91.0,92.0,919.0
2018-01-05 04:00:00,0.0,0.0,20.1,19.6,92.0,92.0,92.0,918.7
2018-01-05 05:00:00,0.2,0.0,19.6,19.2,92.0,92.0,92.0,918.2
2018-01-05 06:00:00,0.1,0.0,19.3,19.1,92.0,92.0,92.0,917.9
2018-01-05 07:00:00,0.3,0.0,19.2,19.1,92.0,92.0,92.0,917.8
2018-01-05 08:00:00,0.3,0.0,19.7,19.0,93.0,92.0,93.0,918.0
2018-01-05 09:00:00,0.9,29.7,20.2,19.7,93.0,92.0,92.0,918.6
2018-01-05 10:00:00,1.7,221.8,20.6,20.2,92.0,90.0,90.0,919.1
2018-01-05 11:00:00,1.1,469.1,21.5,20.6,90.0,87.0,88.0,919.4
2018-01-05 12:00:00,1.6,1138.3,23.1,21.4,88.0,77.0,78.0,919.7
2018-01-05 13:00:00,2.7,3168.6,26.1,22.9,79.0,63.0,67.0,919.6
2018-01-05 14:00:00,2.6,2538.7,26.5,24.8,71.0,63.0,64.0,919.2
2018-01-05 15:00:00,3.1,2261.5,27.4,25.7,71.0,61.0,62.0,918.5
2018-01-05 16:00:00,3.4,2204.0,28.0,24.9,68.0,58.0,68.0,918.7
2018-01-05 17:00:00,3.9,445.3,24.9,20.7,85.0,67.0,85.0,918.9
2018-01-05 18:00:00,1.9,382.8,20.7,20.4,89.0,85.0,89.0,918.9
2018-01-05 19:00:00,0.4,293.9,21.0,20.3,91.0,89.0,90.0,918.7
2018-01-05 20:00:00,1.3,183.1,21.0,19.7,91.0,89.0,91.0,918.9
2018-01-05 21:00:00,1.1,171.0,20.3,19.5,91.0,88.0,90.0,919.2
2018-01-05 22:00:00,1.0,34.4,19.7,19.4,90.0,90.0,90.0,919.3
2018-01-05 23:00:00,0.1,0.0,19.5,19.2,91.0,90.0,91.0,919.7
2018-01-06 00:00:00,1.2,0.0,19.6,19.2,91.0,87.0,88.0,919.8
2018-01-06 01:00:00,0.4,0.0,19.4,18.7,91.0,88.0,91.0,920.0
2018-01-06 02:00:00,1.2,0.0,19.4,18.7,91.0,86.0,87.0,920.2
2018-01-06 03:00:00,0.6,0.0,19.2,18.4,90.0,87.0,90.0,920.0
2018-01-06 04:00:00,0.6,0.0,18.9,18.3,91.0,89.0,89.0,919.5
2018-01-06 05:00:00,0.9,0.0,19.0,18.3,90.0,85.0,86.0,919.2
2018-01-06 06:00:00,0.4,0.0,19.2,18.2,88.0,82.0,87.0,918.5
2018-01-06 07:00:00,0.2,0.0,18.5,17.8,90.0,86.0,89.0,918.3
2018-01-06 08:00:00,0.5,0.0,18.5,17.7,91.0,89.0,90.0,918.6
2018-01-06 09:00:00,0.6,50.4,18.6,18.0,91.0,89.0,91.0,919.2
2018-01-06 10:00:00,1.0,359.7,20.2,18.5,92.0,82.0,83.0,919.5
2018-01-06 11:00:00,1.5,1213.0,22.5,20.1,84.0,73.0,75.0,919.9
2018-01-06 12:00:00,1.9,1226.8,23.1,21.6,80.0,72.0,74.0,920.2
2018-01-06 13:00:00,1.1,653.9,23.3,20.0,90.0,72.0,89.0,920.5
2018-01-06 14:00:00,0.6,1205.0,21.9,20.2,90.0,81.0,83.0,920.1
2018-01-06 15:00:00,1.1,1455.6,22.8,21.4,86.0,76.0,78.0,919.7
2018-01-06 16:00:00,0.5,1800.8,24.5,22.7,81.0,69.0,70.0,918.6
2018-01-06 17:00:00,2.3,3036.0,26.5,24.2,76.0,63.0,65.0,917.7
2018-01-06 18:00:00,1.6,2614.4,27.3,25.5,70.0,59.0,65.0,916.5
2018-01-06 19:00:00,2.1,1884.4,27.2,25.9,67.0,57.0,63.0,916.0
2018-01-06 20:00:00,2.0,812.9,26.1,25.7,66.0,62.0,66.0,915.4
2018-01-06 21:00:00,0.9,421.0,25.7,24.6,73.0,65.0,67.0,915.6
2018-01-06 22:00:00,1.2,55.9,24.7,23.2,74.0,65.0,71.0,916.2
2018-01-06 23:00:00,1.8,0.0,23.9,23.1,72.0,69.0,70.0,917.0
2018-01-07 00:00:00,2.2,0.0,23.2,22.5,74.0,68.0,73.0,917.3
2018-01-07 01:00:00,1.6,0.0,22.9,22.1,77.0,72.0,77.0,917.9
2018-01-07 02:00:00,1.3,0.0,22.1,21.6,81.0,77.0,81.0,918.1
2018-01-07 03:00:00,1.2,0.0,21.8,19.2,91.0,81.0,91.0,917.9
2018-01-07 04:00:00,0.0,0.0,19.4,19.2,91.0,91.0,91.0,918.2
2018-01-07 05:00:00,0.2,0.0,19.4,19.2,91.0,91.0,91.0,917.7
2018-01-07 06:00:00,0.3,0.0,19.4,19.1,92.0,91.0,92.0,917.3
2018-01-07 07:00:00,0.2,0.0,19.6,19.1,92.0,92.0,92.0,917.1
2018-01-07 08:00:00,0.3,0.0,19.5,19.3,92.0,92.0,92.0,917.6
2018-01-07 09:00:00,0.3,55.6,19.5,19.1,92.0,92.0,92.0,917.9
2018-01-07 10:00:00,0.4,461.2,21.3,19.5,92.0,86.0,86.0,918.2
2018-01-07 11:00:00,1.5,912.8,22.8,21.3,86.0,76.0,77.0,918.6
2018-01-07 12:00:00,1.8,1596.0,24.2,22.5,80.0,71.0,75.0,918.8
2018-01-07 13:00:00,1.9,1634.4,25.0,23.7,75.0,65.0,67.0,919.2
2018-01-07 14:00:00,1.3,2715.0,26.9,24.8,70.0,55.0,55.0,918.8
2018-01-07 15:00:00,1.8,2332.6,27.4,25.9,66.0,55.0,61.0,918.1
2018-01-07 16:00:00,1.9,2473.7,27.9,26.7,63.0,53.0,62.0,917.3
2018-01-07 17:00:00,2.6,3329.8,29.3,27.5,62.0,46.0,51.0,916.4
2018-01-07 18:00:00,1.7,1595.4,28.8,26.8,59.0,50.0,54.0,915.8
2018-01-07 19:00:00,2.8,2900.5,29.7,27.6,56.0,46.0,49.0,915.2
2018-01-07 20:00:00,2.9,797.7,29.5,26.6,58.0,49.0,54.0,915.3
2018-01-07 21:00:00,1.0,138.1,26.7,25.0,67.0,54.0,64.0,916.5
2018-01-07 22:00:00,1.4,20.0,25.2,24.1,68.0,63.0,66.0,917.3
2018-01-07 23:00:00,2.4,0.0,24.5,23.5,73.0,66.0,68.0,917.9
2018-01-08 00:00:00,2.3,0.0,24.5,24.0,69.0,67.0,68.0,918.5
2018-01-08 01:00:00,1.4,0.0,24.0,23.5,69.0,68.0,69.0,918.9
2018-01-08 02:00:00,1.6,0.0,23.6,22.7,71.0,68.0,70.0,919.0
2018-01-08 03:00:00,2.4,0.0,22.9,22.3,72.0,70.0,71.0,918.6
2018-01-08 04:00:00,2.3,0.0,22.6,21.7,74.0,70.0,74.0,918.3
2018-01-08 05:00:00,2.1,0.0,21.9,21.2,75.0,73.0,75.0,918.1
2018-01-08 06:00:00,1.9,0.0,21.5,20.8,76.0,74.0,76.0,918.0
2018-01-08 07:00:00,2.5,0.0,21.0,20.7,77.0,76.0,76.0,918.2
2018-01-08 08:00:00,2.3,0.0,21.0,20.5,80.0,76.0,79.0,918.9
2018-01-08 09:00:00,2.6,30.1,20.8,20.3,79.0,78.0,79.0,919.6
2018-01-08 10:00:00,2.8,439.2,22.1,20.2,80.0,73.0,73.0,920.1
2018-01-08 11:00:00,3.6,1346.1,23.4,22.0,73.0,65.0,67.0,920.5
2018-01-08 12:00:00,4.3,2331.4,24.8,23.1,67.0,59.0,60.0,920.8
2018-01-08 13:00:00,3.5,2769.8,26.5,23.5,62.0,53.0,58.0,920.9
2018-01-08 14:00:00,2.8,3286.2,27.3,24.1,61.0,49.0,50.0,920.6
2018-01-08 15:00:00,2.5,3531.6,27.8,26.0,54.0,45.0,50.0,920.1
2018-01-08 16:00:00,2.7,3187.3,28.2,26.1,51.0,41.0,45.0,919.4
2018-01-08 17:00:00,2.9,2815.4,28.1,26.7,49.0,42.0,46.0,918.6
2018-01-08 18:00:00,3.9,2838.9,28.5,26.7,48.0,39.0,41.0,918.0
2018-01-08 19:00:00,2.9,2818.6,29.0,28.0,43.0,36.0,36.0,917.6
2018-01-08 20:00:00,3.5,1834.2,29.0,27.4,40.0,34.0,39.0,917.6
2018-01-08 21:00:00,2.8,523.0,27.4,25.7,49.0,39.0,49.0,917.9
2018-01-08 22:00:00,3.3,43.9,25.7,25.0,51.0,48.0,51.0,918.6
2018-01-08 23:00:00,3.0,0.0,25.2,23.9,57.0,51.0,55.0,919.1
2018-01-09 00:00:00,2.6,0.0,24.3,23.3,55.0,52.0,54.0,919.8
2018-01-09 01:00:00,2.4,0.0,23.3,22.3,55.0,52.0,54.0,920.4
2018-01-09 02:00:00,2.2,0.0,22.5,21.7,56.0,53.0,56.0,920.5
2018-01-09 03:00:00,2.1,0.0,21.9,21.3,56.0,54.0,55.0,920.1
2018-01-09 04:00:00,2.2,0.0,21.6,20.8,59.0,55.0,58.0,919.9
2018-01-09 05:00:00,2.5,0.0,21.2,20.6,61.0,58.0,61.0,919.7
2018-01-09 06:00:00,1.9,0.0,20.9,20.4,64.0,61.0,64.0,919.8
2018-01-09 07:00:00,2.0,0.0,20.5,19.8,68.0,64.0,68.0,920.1
2018-01-09 08:00:00,2.8,0.0,20.3,19.7,71.0,68.0,71.0,920.8
2018-01-09 09:00:00,2.7,41.8,20.2,19.9,73.0,70.0,72.0,921.6
2018-01-09 10:00:00,3.4,542.3,21.2,20.0,73.0,67.0,69.0,922.3
2018-01-09 11:00:00,4.3,867.8,22.2,20.7,70.0,63.0,63.0,922.6
2018-01-09 12:00:00,4.8,2050.1,24.0,22.1,64.0,56.0,58.0,922.9
2018-01-09 13:00:00,5.4,3165.7,24.8,22.7,59.0,52.0,52.0,922.9
2018-01-09 14:00:00,4.8,3616.7,26.1,24.5,55.0,48.0,51.0,922.7
2018-01-09 15:00:00,3.8,3935.8,27.0,25.3,54.0,46.0,46.0,922.3
2018-01-09 16:00:00,3.9,3525.6,27.7,26.3,50.0,43.0,46.0,921.8
2018-01-09 17:00:00,2.9,3160.1,28.5,26.7,49.0,41.0,45.0,921.1
2018-01-09 18:00:00,3.3,3218.0,29.2,27.3,48.0,39.0,44.0,920.4
2018-01-09 19:00:00,3.1,1492.1,28.9,26.7,50.0,42.0,48.0,920.1
2018-01-09 20:00:00,3.0,1181.4,28.3,26.8,49.0,43.0,44.0,919.9
2018-01-09 21:00:00,3.2,488.6,27.6,26.4,49.0,44.0,48.0,920.1
2018-01-09 22:00:00,2.1,47.4,26.5,25.5,51.0,48.0,51.0,920.5
2018-01-09 23:00:00,2.7,0.0,25.5,24.6,56.0,51.0,56.0,921.0
2018-01-10 00:00:00,2.9,0.0,24.6,24.0,61.0,56.0,61.0,921.6
2018-01-10 01:00:00,2.1,0.0,24.1,23.5,63.0,60.0,63.0,921.9
2018-01-10 02:00:00,2.8,0.0,23.5,22.9,66.0,63.0,65.0,922.1
2018-01-10 03:00:00,2.4,0.0,23.3,22.4,70.0,65.0,70.0,921.7
2018-01-10 04:00:00,2.8,0.0,22.5,21.9,74.0,70.0,74.0,921.6
2018-01-10 05:00:00,4.2,0.0,21.9,21.5,74.0,71.0,72.0,921.2
2018-01-10 06:00:00,2.3,0.0,21.5,21.0,74.0,72.0,73.0,920.8
2018-01-10 07:00:00,1.0,0.0,21.1,20.6,77.0,73.0,76.0,921.2
2018-01-10 08:00:00,2.6,0.0,21.0,20.5,76.0,73.0,76.0,921.9
2018-01-10 09:00:00,2.7,26.2,20.6,20.3,77.0,75.0,76.0,922.4
2018-01-10 10:00:00,3.5,734.3,22.3,20.3,76.0,66.0,66.0,923.0
2018-01-10 11:00:00,5.0,1258.2,23.1,21.4,70.0,63.0,63.0,923.2
2018-01-10 12:00:00,3.6,1886.2,24.6,22.7,65.0,56.0,59.0,923.5
2018-01-10 13:00:00,3.2,2251.7,25.5,23.5,61.0,54.0,56.0,923.5
2018-01-10 14:00:00,3.7,3581.8,27.3,24.7,57.0,46.0,49.0,923.2
2018-01-10 15:00:00,3.2,4044.1,28.4,26.6,53.0,44.0,49.0,922.6
2018-01-10 16:00:00,2.7,3038.2,29.1,26.2,52.0,43.0,44.0,922.2
2018-01-10 17:00:00,3.1,2508.9,28.8,26.4,52.0,42.0,43.0,921.5
2018-01-10 18:00:00,3.3,3155.2,29.2,27.6,47.0,38.0,41.0,920.9
2018-01-10 19:00:00,2.7,2660.9,29.4,28.0,44.0,38.0,41.0,920.2
2018-01-10 20:00:00,2.7,1470.9,29.1,27.4,43.0,39.0,41.0,919.9
2018-01-10 21:00:00,3.8,512.8,28.2,26.5,46.0,40.0,44.0,919.8
2018-01-10 22:00:00,2.9,37.0,26.9,25.7,47.0,40.0,46.0,920.1
2018-01-10 23:00:00,2.3,0.0,25.9,24.8,50.0,45.0,49.0,920.8
2018-01-11 00:00:00,3.0,0.0,25.0,23.8,56.0,48.0,55.0,921.6
2018-01-11 01:00:00,3.1,0.0,24.1,23.1,61.0,55.0,61.0,922.1
2018-01-11 02:00:00,2.7,0.0,23.2,22.6,64.0,61.0,64.0,921.9
2018-01-11 03:00:00,2.0,0.0,22.9,21.9,68.0,63.0,67.0,921.6
2018-01-11 04:00:00,2.4,0.0,22.2,21.4,70.0,67.0,70.0,921.3
2018-01-11 05:00:00,2.0,0.0,21.6,20.9,73.0,70.0,72.0,921.0
2018-01-11 06:00:00,2.2,0.0,21.4,20.6,75.0,71.0,74.0,920.6
2018-01-11 07:00:00,2.5,0.0,20.8,20.3,76.0,74.0,76.0,920.5
2018-01-11 08:00:00,1.9,0.0,20.5,19.7,77.0,75.0,77.0,920.8
2018-01-11 09:00:00,3.4,45.2,20.0,19.6,77.0,74.0,74.0,921.3
2018-01-11 10:00:00,3.1,473.8,20.4,19.9,74.0,71.0,71.0,921.9
2018-01-11 11:00:00,3.8,1060.0,21.9,20.3,72.0,63.0,64.0,922.0
2018-01-11 12:00:00,4.9,2211.9,23.7,21.9,64.0,53.0,55.0,922.3
2018-01-11 13:00:00,3.2,2833.7,25.1,23.5,57.0,52.0,54.0,922.4
2018-01-11 14:00:00,4.0,3625.1,26.5,24.1,58.0,47.0,51.0,921.9
2018-01-11 15:00:00,3.2,3513.3,27.2,25.3,54.0,44.0,49.0,921.4
2018-01-11 16:00:00,2.7,3997.7,27.5,25.7,52.0,45.0,47.0,920.9
2018-01-11 17:00:00,2.8,3182.4,27.4,25.7,53.0,45.0,51.0,920.2
2018-01-11 18:00:00,3.2,1780.8,26.8,25.7,53.0,47.0,51.0,919.7
2018-01-11 19:00:00,2.5,2370.2,27.7,26.0,51.0,44.0,48.0,918.7
2018-01-11 20:00:00,2.4,755.5,26.1,25.3,51.0,46.0,51.0,918.5
2018-01-11 21:00:00,2.1,405.0,25.3,24.6,57.0,49.0,51.0,918.4
2018-01-11 22:00:00,1.9,99.1,25.1,23.7,56.0,50.0,55.0,918.7
2018-01-11 23:00:00,1.5,0.0,24.1,23.6,56.0,54.0,56.0,919.0
2018-01-12 00:00:00,0.7,0.0,23.8,22.7,63.0,56.0,63.0,919.5
2018-01-12 01:00:00,1.5,0.0,23.2,22.6,64.0,62.0,63.0,920.2
2018-01-12 02:00:00,1.7,0.0,23.0,22.2,65.0,63.0,65.0,919.8
2018-01-12 03:00:00,2.1,0.0,22.5,21.9,65.0,63.0,64.0,919.3
2018-01-12 04:00:00,1.7,0.0,22.0,21.4,67.0,64.0,66.0,918.8
2018-01-12 05:00:00,1.4,0.0,21.6,21.2,67.0,66.0,67.0,918.3
2018-01-12 06:00:00,1.0,0.0,21.3,20.9,68.0,66.0,68.0,918.0
2018-01-12 07:00:00,0.6,0.0,21.2,20.6,70.0,67.0,69.0,918.1
2018-01-12 08:00:00,1.2,0.0,20.8,19.8,73.0,69.0,72.0,918.5
2018-01-12 09:00:00,1.4,28.8,20.6,20.2,72.0,70.0,72.0,919.0
2018-01-12 10:00:00,2.0,390.5,21.3,20.4,74.0,72.0,73.0,919.6
2018-01-12 11:00:00,1.8,1207.9,23.2,21.3,73.0,65.0,65.0,919.8
2018-01-12 12:00:00,2.1,2196.7,25.2,23.2,66.0,56.0,59.0,919.8
2018-01-12 13:00:00,1.9,2823.9,26.0,24.5,60.0,51.0,55.0,919.8
2018-01-12 14:00:00,1.6,3658.1,27.3,25.3,58.0,45.0,47.0,919.4
2018-01-12 15:00:00,2.4,4080.3,28.4,26.6,52.0,41.0,44.0,918.6
2018-01-12 16:00:00,2.3,3703.5,29.1,27.5,50.0,39.0,44.0,918.0
2018-01-12 17:00:00,1.6,3183.5,29.3,27.8,49.0,41.0,41.0,917.1
2018-01-12 18:00:00,3.4,1993.0,29.7,26.2,53.0,40.0,53.0,916.7
2018-01-12 19:00:00,2.7,404.7,26.2,23.5,62.0,52.0,61.0,916.4
2018-01-12 20:00:00,0.7,611.6,24.5,23.2,63.0,57.0,58.0,915.9
2018-01-12 21:00:00,0.7,377.5,24.6,23.9,64.0,57.0,63.0,916.0
2018-01-12 22:00:00,1.3,92.8,24.1,22.5,68.0,61.0,66.0,916.8
2018-01-12 23:00:00,1.4,0.0,24.2,22.7,66.0,57.0,58.0,917.4
2018-01-13 00:00:00,1.7,0.0,24.2,23.8,59.0,57.0,59.0,917.7
2018-01-13 01:00:00,1.5,0.0,23.9,23.2,61.0,58.0,61.0,918.3
2018-01-13 02:00:00,1.3,0.0,23.3,22.6,66.0,61.0,66.0,918.0
2018-01-13 03:00:00,2.1,0.0,22.7,21.9,69.0,66.0,69.0,917.4
2018-01-13 04:00:00,1.6,0.0,22.0,20.2,77.0,69.0,72.0,917.1
2018-01-13 05:00:00,2.2,0.0,21.4,20.8,74.0,71.0,72.0,916.6
2018-01-13 06:00:00,2.2,0.0,21.2,20.9,73.0,72.0,72.0,916.6
2018-01-13 07:00:00,1.9,0.0,21.0,20.4,74.0,72.0,73.0,916.7
2018-01-13 08:00:00,2.2,0.0,20.6,20.0,75.0,72.0,74.0,916.9
2018-01-13 09:00:00,2.1,24.1,20.2,19.9,76.0,74.0,76.0,917.7
2018-01-13 10:00:00,1.8,444.2,21.7,20.0,76.0,71.0,71.0,918.3
2018-01-13 11:00:00,1.8,1221.6,23.2,21.7,71.0,66.0,66.0,918.7
2018-01-13 12:00:00,1.2,1742.6,24.8,22.7,70.0,59.0,61.0,918.9
2018-01-13 13:00:00,1.3,1764.9,25.2,23.8,63.0,56.0,61.0,919.0
2018-01-13 14:00:00,1.7,2603.2,26.6,24.9,62.0,53.0,55.0,918.5
2018-01-13 15:00:00,0.5,2506.5,27.3,25.8,60.0,50.0,51.0,918.0
2018-01-13 16:00:00,1.4,2696.3,28.9,26.9,57.0,47.0,51.0,917.6
2018-01-13 17:00:00,2.1,3435.8,29.9,27.8,54.0,39.0,43.0,916.6
2018-01-13 18:00:00,2.2,3061.3,30.1,28.3,46.0,36.0,37.0,915.5
